rDate,Month,Year,Weekday,Time,Time-Day,Morning,Afternoon,Night,Sender,clean_msg,emoji,word_count_group,Sentiment_Polarity,Sentiment_Label,Emosent_Polarity,Emosent_Label,is_msg,is_emoji
2023-03-21,3,2023,Tuesday,18:54:00,Afternoon,0,1,0,Fede,beliera repesiempre hablando con silberman,_,short msg,1,Negative,0.0,Neutral,msg,emoji
2023-03-21,3,2023,Tuesday,18:54:00,Afternoon,0,1,0,Belle,grande fede,_,short msg,5,Positive,0.0,Neutral,msg,emoji
2023-03-21,3,2023,Tuesday,19:22:00,Afternoon,0,1,0,Barde,sin embargo a menem lo reivindicas y no fue menos corrupto que los kirchner,_,regular msg,3,Neutral,0.0,Neutral,msg,emoji
2023-03-21,3,2023,Tuesday,19:23:00,Afternoon,0,1,0,Barde,no sé todavía no se a quien votaste en no quiero saber,_,regular msg,1,Negative,0.0,Neutral,msg,emoji
2023-03-21,3,2023,Tuesday,19:23:00,Afternoon,0,1,0,Eze,mendez era winston churchill al lado de estos,_,regular msg,1,Negative,0.0,Neutral,msg,emoji
2023-03-21,3,2023,Tuesday,19:23:00,Afternoon,0,1,0,Juan,estoy de acuerdo,_,short msg,4,,0.0,Neutral,msg,emoji
2023-03-21,3,2023,Tuesday,19:24:00,Afternoon,0,1,0,Juan,pero si ganaba el carlo contra los k no se si el destino era diferente al actual,_,regular msg,3,Neutral,0.0,Neutral,msg,emoji
2023-03-21,3,2023,Tuesday,19:24:00,Afternoon,0,1,0,Juan,en todo caso duhalde es el padrino de esta banda,_,regular msg,5,Positive,0.0,Neutral,msg,emoji
2023-03-21,3,2023,Tuesday,19:25:00,Afternoon,0,1,0,Juan,y todo queda en relación alperonismo,_,short msg,5,Positive,0.0,Neutral,msg,emoji
2023-03-21,3,2023,Tuesday,19:25:00,Afternoon,0,1,0,Juan,_,😟,short msg,3,Neutral,0.075,Positive,msg,emoji
2023-03-21,3,2023,Tuesday,19:26:00,Afternoon,0,1,0,Barde, que carlos fue senador del kirchnerismo hasta el final carlos les enseño mucho a los kirchner especialmente a robar,_,regular msg,5,Positive,0.0,Neutral,msg,emoji
2023-03-21,3,2023,Tuesday,19:27:00,Afternoon,0,1,0,Juan,misma banda,_,short msg,1,Negative,0.0,Neutral,msg,emoji
2023-03-21,3,2023,Tuesday,19:27:00,Afternoon,0,1,0,Juan,compiten en internas y después se encolumnan detrás del líder,_,regular msg,3,Neutral,0.0,Neutral,msg,emoji
2023-03-21,3,2023,Tuesday,19:43:00,Afternoon,0,1,0,Barde,si la izquierda y el kirchnerismo funcionan así tampoco es que aporte mucho porque históricamente no pasan de ,_,regular msg,3,Neutral,0.0,Neutral,msg,emoji
2023-03-21,3,2023,Tuesday,19:49:00,Afternoon,0,1,0,Juan,un sin sentido discutir entre nosotros por eso no cambiamos nada armaron laestructura de poder y no la negocian,_,regular msg,1,Negative,0.0,Neutral,msg,emoji
2023-03-21,3,2023,Tuesday,19:49:00,Afternoon,0,1,0,Juan,gobiernan o golpean,_,short msg,5,Positive,0.0,Neutral,msg,emoji
2023-03-21,3,2023,Tuesday,19:49:00,Afternoon,0,1,0,Juan,y son los dueños de los derechos humanos y el bienestar social,_,regular msg,5,Positive,0.0,Neutral,msg,emoji
2023-03-21,3,2023,Tuesday,19:49:00,Afternoon,0,1,0,Juan,_,🤕🤕🤕🤕,short msg,3,Neutral,0.0,Neutral,msg,emoji
2023-03-21,3,2023,Tuesday,20:18:00,Night,0,0,1,Loro,la pato los va a limpiar,_,short msg,4,,0.0,Neutral,msg,emoji
2023-03-22,3,2023,Wednesday,03:15:00,Night,0,0,1,Belle,aguante el peluca,_,short msg,4,,0.0,Neutral,msg,emoji
2023-03-22,3,2023,Wednesday,03:16:00,Night,0,0,1,Belle,la casta tiene miedo ,_,short msg,4,,0.0,Neutral,msg,emoji
2023-03-22,3,2023,Wednesday,08:43:00,Morning,1,0,0,Chogau,no alimentemos más giles si esa bala hubiese salido tendríamos un quilombo mayor aún,_,regular msg,2,,0.0,Neutral,msg,emoji
2023-03-22,3,2023,Wednesday,10:04:00,Morning,1,0,0,Barde,loro todavía estás para presidente vos mira que no me olvido de tus promesas de campaña,_,regular msg,5,Positive,0.0,Neutral,msg,emoji
2023-03-22,3,2023,Wednesday,10:07:00,Morning,1,0,0,Barde,luppi buen actor pero también kirchnerista no olviden,_,regular msg,4,,0.0,Neutral,msg,emoji
2023-03-22,3,2023,Wednesday,10:21:00,Morning,1,0,0,Loro,el tio tambien,_,short msg,5,Positive,0.0,Neutral,msg,emoji
2023-03-22,3,2023,Wednesday,10:23:00,Morning,1,0,0,Loro,no pa president no para emperador de los estados unidos de sudamerica hay que invadir elresto de sudamerica,_,regular msg,1,Negative,0.0,Neutral,msg,emoji
2023-03-22,3,2023,Wednesday,10:24:00,Morning,1,0,0,Loro,olvidate se cumpleaños a full vamos a abrir la sede imperial en costapobre,_,regular msg,1,Negative,0.0,Neutral,msg,emoji
2023-03-22,3,2023,Wednesday,14:17:00,Afternoon,0,1,0,Barde,in observation,_,short msg,5,Positive,0.0,Neutral,msg,emoji
2023-03-22,3,2023,Wednesday,19:10:00,Afternoon,0,1,0,Barde,(risa),_,short msg,3,Neutral,0.0,Neutral,msg,emoji
2023-03-22,3,2023,Wednesday,20:02:00,Night,0,0,1,Morza,reserva para hecha,_,short msg,4,,0.0,Neutral,msg,emoji
2023-03-22,3,2023,Wednesday,20:04:00,Night,0,0,1,Javo,para que horario,_,short msg,3,Neutral,0.0,Neutral,msg,emoji
2023-03-22,3,2023,Wednesday,20:07:00,Night,0,0,1,Loro,la direccion,_,short msg,4,,0.0,Neutral,msg,emoji
2023-03-22,3,2023,Wednesday,20:19:00,Night,0,0,1,Juan,no se si llego mors,_,short msg,1,Negative,0.0,Neutral,msg,emoji
2023-03-22,3,2023,Wednesday,21:17:00,Night,0,0,1,Barde,si me dan minutos voy con tal de escaparme de casa,_,regular msg,1,Negative,0.0,Neutral,msg,emoji
2023-03-22,3,2023,Wednesday,21:31:00,Night,0,0,1,Juan,llevate a los pibes dice mors,_,short msg,1,Negative,0.0,Neutral,msg,emoji
2023-03-22,3,2023,Wednesday,21:32:00,Night,0,0,1,Fede, que tu mujer esta en este chat,_,regular msg,5,Positive,0.0,Neutral,msg,emoji
2023-03-22,3,2023,Wednesday,22:07:00,Night,0,0,1,Loro,el iva aumenta nos siguen ,👉🏻👌🏻,regular msg,3,Neutral,0.479,Positive,msg,emoji
2023-03-22,3,2023,Wednesday,23:02:00,Night,0,0,1,Barde,no me invita más la última vez le rompimos una maceta y los pibes le hicieron bulling al perro,_,regular msg,1,Negative,0.0,Neutral,msg,emoji
2023-03-23,3,2023,Thursday,08:42:00,Morning,1,0,0,Quiroga,para joaquín,_,short msg,3,Neutral,0.0,Neutral,msg,emoji
2023-03-23,3,2023,Thursday,09:32:00,Morning,1,0,0,Barde,loco bárbaro,_,short msg,1,Negative,0.0,Neutral,msg,emoji
2023-03-23,3,2023,Thursday,12:36:00,Morning,1,0,0,Fede,la saco baratajajaja,😂,short msg,5,Positive,0.221,Positive,msg,emoji
2023-03-23,3,2023,Thursday,12:38:00,Morning,1,0,0,Fede,el problema es que una vez que sube no vuelve a bajarmudate a españa lorole cuidas los chicos a santi,_,regular msg,1,Negative,0.0,Neutral,msg,emoji
2023-03-23,3,2023,Thursday,12:53:00,Morning,1,0,0,Loro,en unos años cuando sean mas grandecitos el tio loro los va a llevar de noche a una clandes del barrio gotico un desmadre de la ostia ,💃🏻😅😂🤣😅😂🤣,regular msg,4,,0.379,Positive,msg,emoji
2023-03-23,3,2023,Thursday,12:58:00,Morning,1,0,0,Loro,la verdad en su momento tuve oportunidad de ir a vivir a miami estuve meses alla me vine para las fiestas y no quise volver año hoy x hoy me arrepiento de haber dejado pasar la oportunidad,_,regular msg,5,Positive,0.0,Neutral,msg,emoji
2023-03-23,3,2023,Thursday,13:04:00,Afternoon,0,1,0,Fede,nunca es tarde loro cuando hay voluntad,_,short msg,1,Negative,0.0,Neutral,msg,emoji
2023-03-23,3,2023,Thursday,13:05:00,Afternoon,0,1,0,Fede,lo pasado pisado never look back dice obi wan kenobi,_,regular msg,1,Negative,0.0,Neutral,msg,emoji
2023-03-23,3,2023,Thursday,13:06:00,Afternoon,0,1,0,Fede,no se haga el gracioso segal,_,short msg,1,Negative,0.0,Neutral,msg,emoji
2023-03-23,3,2023,Thursday,13:06:00,Afternoon,0,1,0,Eze,en santa fe dicen escoba nueva barre bien pensalo,_,regular msg,3,Neutral,0.0,Neutral,msg,emoji
2023-03-23,3,2023,Thursday,14:07:00,Afternoon,0,1,0,Barde,no no déjalo en paz al loro es un trabajo de riesgo te conviene quedarte en argentina envejeces aceleradamente con estos dos salvajes,_,regular msg,1,Negative,0.0,Neutral,msg,emoji
2023-03-23,3,2023,Thursday,14:08:00,Afternoon,0,1,0,Barde,le hicimos precio,_,short msg,5,Positive,0.0,Neutral,msg,emoji
2023-03-23,3,2023,Thursday,20:07:00,Night,0,0,1,Barde,que loco a esa edad con ese nivel de fanatismo,_,regular msg,5,Positive,0.0,Neutral,msg,emoji
2023-03-23,3,2023,Thursday,20:08:00,Night,0,0,1,Barde,me gusta,_,short msg,4,,0.0,Neutral,msg,emoji
2023-03-23,3,2023,Thursday,20:10:00,Night,0,0,1,Barde,no hay que volver para las fiestas es un bajón hay que ir de visita en pleno quilombo piquetes paros de transportes etc a los días te querés volver,_,regular msg,1,Negative,0.0,Neutral,msg,emoji
2023-03-23,3,2023,Thursday,20:17:00,Night,0,0,1,Barde,estaría bueno saber cuántos dólares se fugaron del mercado en la gestión fernández,_,regular msg,1,Negative,0.0,Neutral,msg,emoji
2023-03-23,3,2023,Thursday,20:28:00,Night,0,0,1,Barde,no hay mucha información pero según el relato hay k millones de dólares,_,regular msg,1,Negative,0.0,Neutral,msg,emoji
2023-03-23,3,2023,Thursday,20:33:00,Night,0,0,1,Fede,saquearon el bcra con importaciones truchas comprando dolares al cambio oficial,_,regular msg,1,Negative,0.0,Neutral,msg,emoji
2023-03-23,3,2023,Thursday,20:46:00,Night,0,0,1,Barde,en el fondo de garantía de anses,_,short msg,5,Positive,0.0,Neutral,msg,emoji
2023-03-24,3,2023,Friday,00:24:00,Night,0,0,1,Jose,me gustó eso,_,short msg,3,Neutral,0.0,Neutral,msg,emoji
2023-03-24,3,2023,Friday,00:24:00,Night,0,0,1,Jose,arrancamos,_,short msg,3,Neutral,0.0,Neutral,msg,emoji
2023-03-24,3,2023,Friday,00:24:00,Night,0,0,1,Jose,_,💶💶,short msg,3,Neutral,0.0,Neutral,msg,emoji
2023-03-24,3,2023,Friday,12:26:00,Morning,1,0,0,Fede,que opinan,_,short msg,3,Neutral,0.0,Neutral,msg,emoji
2023-03-25,3,2023,Saturday,01:50:00,Night,0,0,1,Chogau,todo es relativo x acá no comparto esa postura si estuviese en argentina diría que es cierto,_,regular msg,3,Neutral,0.0,Neutral,msg,emoji
2023-03-25,3,2023,Saturday,21:07:00,Night,0,0,1,Yames,gran mirador de culos,_,short msg,5,Positive,0.0,Neutral,msg,emoji
2023-03-25,3,2023,Saturday,21:10:00,Night,0,0,1,Fede,pensa que ya había muerto hace rato cuantos pirulos tenia,_,regular msg,2,,0.0,Neutral,msg,emoji
2023-03-25,3,2023,Saturday,21:22:00,Night,0,0,1,Gasti_Boy,fede creo que la encuesta en usa muestra la desesperanza de una gran parte de la poblacion que vive en lugares deprimidos economicamente con escuelas en declive y pocas expectativas de que los hijos puedan alcanzar una ed universitaria que les permita acceder a mejores empleos esa sensacion se desesperanza fue el principal motor de la llegada de trump y el,_,regular msg,1,Negative,0.0,Neutral,msg,emoji
2023-03-25,3,2023,Saturday,21:24:00,Night,0,0,1,Gasti_Boy,en relacion al comwntario de andres yo vivo afuera pero mis hijos estan estudiando en argentina no tengo la misma opinion creo que todavia hay un grupo de jovenes que se forman muy bien que tienen valores que les permite encontrar opciones en arg o salir afuera y hacer una diferencia,_,regular msg,3,Neutral,0.0,Neutral,msg,emoji
2023-03-25,3,2023,Saturday,21:25:00,Night,0,0,1,Gasti_Boy,sicada vez son menos y eso habla de lo mal que esta argentina pero de vuelta el tema son los promedios y ver donde estan nuestros hijos,_,regular msg,3,Neutral,0.0,Neutral,msg,emoji
2023-03-25,3,2023,Saturday,21:50:00,Night,0,0,1,Fede,creo que la encuesta demuestra que el sistema capitalista esta en decadencia y va en salida no se si nosotros veremos la caida del capitalismo o la veran nuestros hijos o nietos,_,regular msg,1,Negative,0.0,Neutral,msg,emoji
2023-03-25,3,2023,Saturday,21:51:00,Night,0,0,1,Fede,la creciente concentracion de la riqueza es un fenomeno mundial y cpnsecuencia de cómo está diseñado el sistema actual,_,regular msg,5,Positive,0.0,Neutral,msg,emoji
2023-03-25,3,2023,Saturday,21:52:00,Night,0,0,1,Fede,el peligro es que uno o varios psicopatas de adueñen del descontento y apunten al enemigo equivocado y borren al planeta de la galaxia,_,regular msg,1,Negative,0.0,Neutral,msg,emoji
2023-03-25,3,2023,Saturday,21:53:00,Night,0,0,1,Fede,la plutocracia actual esta matando a la gallina de los huevos de oro los que laburan para que ellos vivan bien,_,regular msg,5,Positive,0.0,Neutral,msg,emoji
2023-03-25,3,2023,Saturday,21:54:00,Night,0,0,1,Fede,en mi opinion la encuesta muestra el fin del sueño americano,_,regular msg,4,,0.0,Neutral,msg,emoji
2023-03-25,3,2023,Saturday,21:55:00,Night,0,0,1,Fede,se siente se siente alberto presidente,_,short msg,3,Neutral,0.0,Neutral,msg,emoji
2023-03-25,3,2023,Saturday,21:56:00,Night,0,0,1,Fede,a ver si nos iluminas con alguna de tus reflexiones en audio arriba del auto,_,regular msg,3,Neutral,0.0,Neutral,msg,emoji
2023-03-25,3,2023,Saturday,22:13:00,Night,0,0,1,Chogau,que linda es la democracia y la discusión civilizada en la cual cada uno puede opinar de manera diferente y en donde lo,_,regular msg,4,,0.0,Neutral,msg,emoji
2023-03-26,3,2023,Sunday,01:49:00,Night,0,0,1,Barde,interesante reflexión me gusto lo que dijeron para pensar,_,regular msg,4,,0.0,Neutral,msg,emoji
2023-03-26,3,2023,Sunday,03:31:00,Night,0,0,1,Delca,lindo el hueso de canguro,_,short msg,5,Positive,0.0,Neutral,msg,emoji
2023-03-26,3,2023,Sunday,14:31:00,Afternoon,0,1,0,Fede,no me gusta eso,_,short msg,2,,0.0,Neutral,msg,emoji
2023-03-26,3,2023,Sunday,20:39:00,Night,0,0,1,Jose,y quien será juancito duhalde lousteau ,🤔🤔😄😄,regular msg,1,Negative,0.422,Positive,msg,emoji
2023-03-26,3,2023,Sunday,20:40:00,Night,0,0,1,Jose,la gobernadora de baires,_,short msg,5,Positive,0.0,Neutral,msg,emoji
2023-03-26,3,2023,Sunday,20:56:00,Night,0,0,1,Belle,vamos con peluca milei o la bullrich entonces ,_,regular msg,1,Negative,0.0,Neutral,msg,emoji
2023-03-26,3,2023,Sunday,21:09:00,Night,0,0,1,Juan,el peluca ya sumo a un sobrino de carlos i de la rioja lo veo más cercano a la utilidad k que a otra cosa,_,regular msg,2,,0.0,Neutral,msg,emoji
2023-03-26,3,2023,Sunday,21:13:00,Night,0,0,1,Belle,espero que no se,_,short msg,1,Negative,0.0,Neutral,msg,emoji
2023-03-26,3,2023,Sunday,22:08:00,Night,0,0,1,Fede,otro que no se presenta porque no le dan los numeros,_,regular msg,1,Negative,0.0,Neutral,msg,emoji
2023-03-26,3,2023,Sunday,22:08:00,Night,0,0,1,Fede,que se vaya a la fifa a seguir robando,_,regular msg,1,Negative,0.0,Neutral,msg,emoji
2023-03-27,3,2023,Monday,03:17:00,Night,0,0,1,Loro,aguante critina ,✌🏿✌🏿✌🏿✌🏿✌🏿✌🏿,short msg,4,,0.464,Positive,msg,emoji
2023-03-27,3,2023,Monday,03:52:00,Night,0,0,1,Loro,vamo a volve ,✌🏿✌🏿✌🏿✌🏿✌🏿,short msg,5,Positive,0.464,Positive,msg,emoji
2023-03-27,3,2023,Monday,03:52:00,Night,0,0,1,Loro,porque ahora no estamo critina ,✌🏿✌🏿✌🏿✌🏿✌🏿✌🏿,short msg,1,Negative,0.464,Positive,msg,emoji
2023-03-27,3,2023,Monday,14:14:00,Afternoon,0,1,0,Barde,volves a votar a los fernández estas elecciones fede,_,regular msg,1,Negative,0.0,Neutral,msg,emoji
2023-03-27,3,2023,Monday,14:15:00,Afternoon,0,1,0,Barde,ahí apareció nelson fede te leyó y resucitó,_,regular msg,5,Positive,0.0,Neutral,msg,emoji
2023-03-27,3,2023,Monday,14:15:00,Afternoon,0,1,0,Barde,_,🤭,short msg,3,Neutral,0.0,Neutral,msg,emoji
2023-03-27,3,2023,Monday,14:17:00,Afternoon,0,1,0,Belle,vamos con peluca o pato amigos,_,short msg,5,Positive,0.0,Neutral,msg,emoji
2023-03-27,3,2023,Monday,14:18:00,Afternoon,0,1,0,Belle,cristina quiere volver avísenle que ya ahora ella está en el gobierno ,_,regular msg,1,Negative,0.0,Neutral,msg,emoji
2023-03-27,3,2023,Monday,14:18:00,Afternoon,0,1,0,Belle,el gobierno del de inflación,_,short msg,1,Negative,0.0,Neutral,msg,emoji
2023-03-27,3,2023,Monday,14:18:00,Afternoon,0,1,0,Belle,se murió el relato k,_,short msg,1,Negative,0.0,Neutral,msg,emoji
2023-03-27,3,2023,Monday,14:29:00,Afternoon,0,1,0,Fede,y los otros ,_,short msg,3,Neutral,0.0,Neutral,msg,emoji
2023-03-27,3,2023,Monday,14:56:00,Afternoon,0,1,0,Juan,son de cotillon,_,short msg,3,Neutral,0.0,Neutral,msg,emoji
2023-03-27,3,2023,Monday,14:57:00,Afternoon,0,1,0,Barde,pedilo fede lo tenés que tener,_,short msg,5,Positive,0.0,Neutral,msg,emoji
2023-03-27,3,2023,Monday,15:07:00,Afternoon,0,1,0,Loro,le pico le pico ,✌🏿,short msg,5,Positive,0.464,Positive,msg,emoji
2023-03-27,3,2023,Monday,15:14:00,Afternoon,0,1,0,Juan,santi te cobran pero te mandan quedan en el sindicato el abc del partido peronista,_,regular msg,1,Negative,0.0,Neutral,msg,emoji
2023-03-27,3,2023,Monday,15:24:00,Afternoon,0,1,0,Matias,santi tenía un topolino que lo usábamos a salir a la noche ,_,regular msg,3,Neutral,0.0,Neutral,msg,emoji
2023-03-27,3,2023,Monday,15:25:00,Afternoon,0,1,0,Juan,había que usarlo quiroguita también tenía un maquinon,_,regular msg,1,Negative,0.0,Neutral,msg,emoji
2023-03-27,3,2023,Monday,17:41:00,Afternoon,0,1,0,Barde,que memoria lousteau,_,short msg,1,Negative,0.0,Neutral,msg,emoji
2023-03-27,3,2023,Monday,17:42:00,Afternoon,0,1,0,Barde,correcto era color verde,_,short msg,3,Neutral,0.0,Neutral,msg,emoji
2023-03-27,3,2023,Monday,23:34:00,Night,0,0,1,Barde,gracias gasti,_,short msg,5,Positive,0.0,Neutral,msg,emoji
2023-03-27,3,2023,Monday,23:35:00,Night,0,0,1,Barde,fede vos también agradece no te hagas el desentendido,_,regular msg,5,Positive,0.0,Neutral,msg,emoji
2023-03-27,3,2023,Monday,23:43:00,Night,0,0,1,Eze,gracias,🙏,short msg,5,Positive,0.418,Positive,msg,emoji
2023-03-27,3,2023,Monday,23:43:00,Night,0,0,1,Eze,loustau del carrill,_,short msg,1,Negative,0.0,Neutral,msg,emoji
2023-03-27,3,2023,Monday,23:43:00,Night,0,0,1,Eze,me gustó eso,_,short msg,3,Neutral,0.0,Neutral,msg,emoji
2023-03-27,3,2023,Monday,23:50:00,Night,0,0,1,Delca,muchas gracias,_,short msg,5,Positive,0.0,Neutral,msg,emoji
2023-03-28,3,2023,Tuesday,14:46:00,Afternoon,0,1,0,Gasti_Boy,les comparto esta nota que me parecio muy buena,_,regular msg,3,Neutral,0.0,Neutral,msg,emoji
2023-03-28,3,2023,Tuesday,19:59:00,Afternoon,0,1,0,Barde,interesante gasti en la empresa están ascendiendo exclusivamente minas y homosexuales me comentaba un compañero de laburo que tiene más de años que los profesionales blancos son los nuevos excluidos sociales en los protocolos de recursos humanos,_,regular msg,3,Neutral,0.0,Neutral,msg,emoji
2023-03-28,3,2023,Tuesday,20:00:00,Night,0,0,1,Gasti_Boy,esa tambien fue la base del descontento de los blancos pobres en usa despues del gobeirno de obama y fue la base del voto a trump,_,regular msg,5,Positive,0.0,Neutral,msg,emoji
2023-03-28,3,2023,Tuesday,20:11:00,Night,0,0,1,Delca,hace un par de años hablando con un tipo sobre temas de las minorías me decía que para que se generen cambios a nivel colectivo no alcanzaba con no ser algo sino que había que ser anti ese algo ejemplo para revertir el racismo no alcanza con no ser racista hace falta al menos durante un tiempo ser anti racista yo creo que algo de esto estamos viendo en todos los movimientos se ven extremos marchas de las minas en tetas con el pañuelo verde por la avenida corrientes pero yo estoy por lo general a favor de la esencia de esos movimientos,_,regular msg,2,,0.0,Neutral,msg,emoji
2023-03-28,3,2023,Tuesday,21:47:00,Night,0,0,1,Loro,entran un negro un judío y un gay a un bar el negro pide un café el judío una birra y el gay un fernet entonces el bartender los mira y dice ok ya se los traigo y se los trae estabas esperando un remate pedazo de racista deconstruite broo,_,regular msg,1,Negative,0.0,Neutral,msg,emoji
2023-03-28,3,2023,Tuesday,21:52:00,Night,0,0,1,Loro,y como bien propuso alguna vez alguien del grupo,_,regular msg,5,Positive,0.0,Neutral,msg,emoji
2023-03-28,3,2023,Tuesday,22:10:00,Night,0,0,1,Fede,es tu momento santi,_,short msg,5,Positive,0.0,Neutral,msg,emoji
2023-03-28,3,2023,Tuesday,22:11:00,Night,0,0,1,Barde,yo entre por argento fede somos inclasificables,_,short msg,1,Negative,0.0,Neutral,msg,emoji
2023-03-28,3,2023,Tuesday,22:11:00,Night,0,0,1,Barde,entramos como una minoría exótica,_,short msg,1,Negative,0.0,Neutral,msg,emoji
2023-03-28,3,2023,Tuesday,22:46:00,Night,0,0,1,Delca,bueh quien no se quedo nunca sin bateria,_,regular msg,1,Negative,0.0,Neutral,msg,emoji
2023-03-28,3,2023,Tuesday,22:54:00,Night,0,0,1,Yames,siempre arrancan,_,short msg,5,Positive,0.0,Neutral,msg,emoji
2023-03-28,3,2023,Tuesday,22:58:00,Night,0,0,1,Eze,es de american,_,short msg,5,Positive,0.0,Neutral,msg,emoji
2023-03-28,3,2023,Tuesday,23:05:00,Night,0,0,1,Yames,me sorprende,_,short msg,5,Positive,0.0,Neutral,msg,emoji
2023-03-28,3,2023,Tuesday,23:06:00,Night,0,0,1,Loro,parece ser uno oficial,_,short msg,1,Negative,0.0,Neutral,msg,emoji
2023-03-28,3,2023,Tuesday,23:06:00,Night,0,0,1,Loro,de algunaprovincia,_,short msg,1,Negative,0.0,Neutral,msg,emoji
2023-03-30,3,2023,Thursday,15:40:00,Afternoon,0,1,0,Yames,todo aterrizaje del que se baja caminando es bueno,_,regular msg,3,Neutral,0.0,Neutral,msg,emoji
2023-03-30,3,2023,Thursday,17:09:00,Afternoon,0,1,0,Barde,es lo ideal,_,short msg,5,Positive,0.0,Neutral,msg,emoji
2023-03-30,3,2023,Thursday,22:26:00,Night,0,0,1,Belle,grande albertito otro éxito de tu gobierno papá,_,regular msg,5,Positive,0.0,Neutral,msg,emoji
2023-03-30,3,2023,Thursday,22:26:00,Night,0,0,1,Loro,otro exito peronista,_,short msg,5,Positive,0.0,Neutral,msg,emoji
2023-03-30,3,2023,Thursday,22:27:00,Night,0,0,1,Belle,totalmente amigo,_,short msg,5,Positive,0.0,Neutral,msg,emoji
2023-03-30,3,2023,Thursday,22:27:00,Night,0,0,1,Delca,pero ahora que falta tan poco,_,short msg,3,Neutral,0.0,Neutral,msg,emoji
2023-03-30,3,2023,Thursday,22:27:00,Night,0,0,1,Belle,alberto presidente así cantaban que hdp,_,short msg,5,Positive,0.0,Neutral,msg,emoji
2023-03-30,3,2023,Thursday,22:27:00,Night,0,0,1,Belle,el último que apague la luz mati,_,short msg,1,Negative,0.0,Neutral,msg,emoji
2023-03-30,3,2023,Thursday,22:27:00,Night,0,0,1,Delca,me sorprende,_,short msg,5,Positive,0.0,Neutral,msg,emoji
2023-03-30,3,2023,Thursday,22:27:00,Night,0,0,1,Belle,se van todos papá,_,short msg,1,Negative,0.0,Neutral,msg,emoji
2023-03-30,3,2023,Thursday,22:28:00,Night,0,0,1,Delca,hay q seguir metiendole,_,short msg,3,Neutral,0.0,Neutral,msg,emoji
2023-03-30,3,2023,Thursday,22:28:00,Night,0,0,1,Delca,y mas ahora q se van estas lacras infectas,_,regular msg,1,Negative,0.0,Neutral,msg,emoji
2023-03-30,3,2023,Thursday,22:31:00,Night,0,0,1,Loro,es que ya paso se fuwron y volvieron el temaes ver quien asume y si va a tener las pelotas suficientes para cargarse al sindicalismo peronchos y la bomba economica que dejan no es facil,_,regular msg,1,Negative,0.0,Neutral,msg,emoji
2023-03-30,3,2023,Thursday,22:32:00,Night,0,0,1,Loro,si me preguntas siendo unaempresa de m ww ni lapienso,🤷🏻🤦🏻,regular msg,1,Negative,0.0,Neutral,msg,emoji
2023-03-30,3,2023,Thursday,22:33:00,Night,0,0,1,Loro,sumale los planes sociales y la ceterba de pseudozurdos,_,regular msg,4,,0.0,Neutral,msg,emoji
2023-03-30,3,2023,Thursday,22:35:00,Night,0,0,1,Loro,no esta nada facil para el que asuma y si hace las cosas bien se va a poner feo,_,regular msg,2,,0.0,Neutral,msg,emoji
2023-03-30,3,2023,Thursday,22:38:00,Night,0,0,1,Delca,pero es la unica que queda,_,short msg,3,Neutral,0.0,Neutral,msg,emoji
2023-03-30,3,2023,Thursday,22:39:00,Night,0,0,1,Delca,no hay otra,_,short msg,3,Neutral,0.0,Neutral,msg,emoji
2023-03-30,3,2023,Thursday,22:40:00,Night,0,0,1,Loro,confirmo que si,_,short msg,3,Neutral,0.0,Neutral,msg,emoji
2023-03-30,3,2023,Thursday,22:42:00,Night,0,0,1,Loro,acordate que las provincias tienen en promedio una de empleados estatales,_,regular msg,3,Neutral,0.0,Neutral,msg,emoji
2023-03-30,3,2023,Thursday,22:43:00,Night,0,0,1,Loro,tenes que sacudir los ministerios y bajar el gasto,_,regular msg,1,Negative,0.0,Neutral,msg,emoji
2023-03-30,3,2023,Thursday,22:44:00,Night,0,0,1,Loro,provincias como formosa habria que intervenirlas,_,short msg,3,Neutral,0.0,Neutral,msg,emoji
2023-03-30,3,2023,Thursday,22:47:00,Night,0,0,1,Loro,habria que de alguna manera obligar porque la oposicion se va a negar a legisladores a sacar leyes que fijen politicas de estado para los proximos por lo menos a años,_,regular msg,2,,0.0,Neutral,msg,emoji
2023-03-30,3,2023,Thursday,22:48:00,Night,0,0,1,Loro,todas tareas herculanas,💪🏻😂🤣😅😂🤣😅,short msg,5,Positive,0.319,Positive,msg,emoji
2023-03-30,3,2023,Thursday,22:50:00,Night,0,0,1,Loro,pero como no va a pasar nada de esto me voy a jugar al paddle ,🤷🏻😅🤣😂😅🤣😂,regular msg,1,Negative,0.2005,Positive,msg,emoji
2023-03-31,3,2023,Friday,00:52:00,Night,0,0,1,Loro,hola a todos les cuento que tengo un cachorro shar pei de raza y no puedo tenerlo más si alguno de uds o algún conocido lo quiere feliz se lo regalo les mando este video para que lo conozcan y vean lo alegre cariñoso y juguetón que es ,👍🏻🙏🙏👌,regular msg,5,Positive,0.5013333333333333,Positive,msg,emoji
2023-03-31,3,2023,Friday,01:44:00,Night,0,0,1,Barde,si haces las cosas bien tenes en contra al peronismo a los zurdos a los sindicatos y a fede,_,regular msg,3,Neutral,0.0,Neutral,msg,emoji
2023-03-31,3,2023,Friday,02:42:00,Night,0,0,1,Fede,el gran dt,_,short msg,5,Positive,0.0,Neutral,msg,emoji
